Tutorial Group,Project Group,Student ID,School,Name,Gender,CGPA
46,C,4529,SoH,Zane Huang,Male,4.14
46,C,4371,EEE,Ashley Thompson,Female,3.91
46,C,3640,SoH,James Griffin,Male,4.06
46,D,1868,SPMS,Harrison Chen,Male,3.88
46,D,5543,SBS,Dahlia Li,Female,4.15
46,D,4636,CoB (NBS),Daniel Hall,Male,4.01
46,D,5336,SSS,Isha Rao,Female,4.12
46,D,3250,EEE,Dmitry Grigoriev,Male,4.06
46,E,4228,MAE,Quincy Turner,Male,4.21
46,E,1283,SSS,Sakshi Gupta,Female,3.87
46,E,2617,CoE,Kwan-Jin Park,Male,4.12
46,E,4683,CCEB,Shunwei,Female,3.95
46,E,4162,WKW SCI,Yong Wei Tan,Male,4.05
46,F,307,SSS,Josh Tan,Male,3.9
46,F,5963,SBS,Rachael Chang,Female,4.14
46,F,1597,EEE,Minghao,Male,4.02
46,F,442,SPMS,Fiona Lim,Female,4.1
46,F,2174,CCDS,Owais Javed,Male,4.05
46,G,5087,CoB (NBS),Zeeshan Muneeb,Male,4.2
46,G,4982,CCDS,Ella Davis,Female,3.89
46,G,243,MAE,Elijah Scott,Male,4.11
46,G,3663,ADM,Cora Tsai,Female,3.96
46,G,3911,ADM,Lila Hayes,Female,4.06
46,H,3421,CoB (NBS),Lianhua,Male,3.9
46,H,4151,CCEB,Madiha Bukhari,Female,4.14
46,H,3969,CEE,Nash Lee,Male,4.02
46,H,5437,SBS,Dina Binti Azhar,Female,4.1
46,H,1297,MAE,Sabrina Chen,Female,4.03
46,I,4702,CCDS,Leonard Wong,Male,4.2
46,I,3279,CoB (NBS),Elizaveta Semyonova,Female,3.9
46,I,160,NIE,Dante Huang,Male,4.09
46,I,3850,CoB (NBS),Shila Binti Zain,Female,4.0
46,I,1549,SBS,Mabel Tsai,Female,4.02
46,J,4409,SBS,Rakesh Nair,Male,3.9
46,J,994,CCDS,Haruna Ito,Female,4.14
46,J,3323,ADM,Tian Li,Male,4.03
46,J,1518,MAE,Penny Yip,Female,4.09
46,J,351,CoB (NBS),Sophie Johnson,Female,4.01
47,A,2100,CoE,David Wright,Male,4.22
47,A,2357,SSS,Emily Powell,Female,3.85
47,A,5246,CEE,Jae Min Lim,Male,4.15
47,A,4985,EEE,Sienna Morales,Female,4.0
47,A,2227,MAE,Parker Cruz,Male,4.1
47,B,3866,CCDS,Zeke Villanueva,Male,3.86
47,B,2274,MAE,Sienna Allen,Female,4.22
47,B,5872,CoE,James Lewis,Male,3.95
47,B,713,SoH,Gina Permata,Female,4.15
47,B,4442,ASE,Kamal Nair,Male,4.06
47,C,1504,EEE,Jett Liu,Male,4.19
47,C,5156,CCDS,Sophia Wilson,Female,3.9
47,C,5267,CoE,Finn Liu,Male,4.15
47,C,5646,SSS,Leila Rahman,Female,4.01
47,C,4831,CCEB,Subhash Yadav,Male,4.05
47,D,1687,CoB (NBS),Yoshio Suzuki,Male,3.88
47,D,2487,EEE,Madison Baker,Female,4.22
47,D,2118,SPMS,Oscar Harris,Male,3.95
47,D,4523,MAE,Madiha Khan,Female,4.14
47,D,3601,NIE,Noel Wu,Male,4.05
47,E,91,SSS,Exiang,Male,4.17
47,E,4524,CoB (NBS),Lily Gonzalez,Female,3.92
47,E,1399,MAE,Rajiv Singh,Male,4.14
47,E,5057,SSS,Violet Simpson,Female,4.01
47,E,517,SBS,Willa Reed,Female,4.1
47,F,5359,CCDS,Chris Young,Male,3.91
47,F,4413,CCEB,Sakura Tanaka,Female,4.2
47,F,3724,CCDS,Nguyen Van Khoa,Male,4.01
47,F,2592,SSS,Lily Rivera,Female,4.13
47,F,5903,ADM,Scarlett Coleman,Female,4.1
47,G,3082,SPMS,Nazim Bin Ali,Male,4.15
47,G,914,WKW SCI,Priti Yeo,Female,3.93
47,G,5005,SoH,Julian Bennett,Male,4.11
47,G,2543,CCEB,Chloe Ward,Female,4.02
47,G,4900,CCDS,Maddox Hughes,Female,4.08
47,H,770,CoB (NBS),Kiran Yadav,Male,3.91
47,H,896,EEE,Fenny Widianti,Female,4.2
47,H,810,EEE,Tarun Khanna,Male,4.02
47,H,5460,CCDS,Vivian Chen,Female,4.12
47,H,2476,ASE,Zainab Ali,Female,4.03
47,I,5184,MAE,Kishore Iyer,Male,4.15
47,I,3286,ADM,Si Min Tan,Female,4.0
47,I,1275,MAE,Tanner Mendoza,Male,4.1
47,I,5594,CoE,Naina Bhatia,Female,4.02
47,I,2467,SPMS,Nora Turner,Female,4.03
47,J,1681,WKW SCI,Samuel White,Male,3.91
47,J,3773,CoE,Zeenat Malik,Female,4.18
47,J,4804,CCEB,Ethan Hall,Male,4.03
47,J,528,SBS,Rani Malik,Female,4.11
47,J,2893,CoB (NBS),Eleanor Morales,Female,4.03
48,A,1157,MAE,Li Xuan Tan,Male,4.3
48,A,1372,SBS,Naila Zainal,Female,3.9
48,A,1064,CCDS,Guntur Wibowo,Male,4.2
48,A,324,CoB (NBS),Khadija Ali,Female,4.01
48,A,5542,CCDS,Zayden Scott,Male,4.03
48,B,4273,NIE,Callum Williams,Male,3.87
48,B,5351,CCEB,Aira Binti,Female,4.79
48,B,3602,LKCMedicine,Victor Wong,Male,4.04
48,B,3126,CCEB,Emma Rodriguez,Female,4.15
48,B,1776,ASE,Quinn Adams,Male,4.14
48,C,532,MAE,Siddharth Gupta,Male,4.22
48,C,4102,CoB (NBS),Veda Chen,Female,3.96
48,C,1598,CCDS,Yin Wei,Male,4.18
48,C,1193,MAE,Neha Kumar,Female,4.02
48,C,1432,CoB (NBS),Nitin Mehta,Male,4.14
48,D,5674,EEE,Gavin Thompson,Male,3.9
48,D,3019,MSE,Qomariyah Ningsih,Female,4.3
48,D,774,CEE,Kade Young,Male,4.05
48,D,5930,SSS,Hannah King,Female,4.14
48,D,4644,CoB (NBS),Naresh Yadav,Male,4.12
48,E,2645,CoB (NBS),Logan Scott,Male,4.22
48,E,5613,SoH,Aldina Putri,Female,4.0
48,E,1850,MAE,Wyatt Tan,Male,4.18
48,E,5035,CoB (NBS),Yara Ali,Female,4.04
48,E,2323,CEE,Oscar Cheung,Male,4.11
48,F,1378,SBS,Timothy Tan,Male,3.95
48,F,5287,CoB (NBS),Nadia Tan,Female,4.25
48,F,3103,EEE,Isaac Clark,Male,4.07
48,F,5738,MAE,Amber Lee,Female,4.14
48,F,2757,MAE,Liam Young,Male,4.11
48,G,1195,MSE,Asher Liu,Male,4.22
48,G,501,SSS,Jasmine Chan,Female,4.0
48,G,3419,CoB (NBS),Caleb White,Male,4.16
48,G,42,CoB (NBS),Harper Garcia,Female,4.05
48,G,777,CCEB,Freya Brown,Female,4.11
48,H,4470,EEE,Greg Tsang,Male,4.02
48,H,2371,NIE,Ava Lim,Female,4.2
48,H,3422,ADM,Dante Lee,Male,4.08
48,H,2287,CCEB,Soo-Hyun Kim,Female,4.13
48,H,5977,CCEB,Emma Zhang,Female,4.1
48,I,5373,EEE,Huifen,Male,4.2
48,I,5937,LKCMedicine,Mei Zhen Goh,Female,4.0
48,I,3117,ADM,Zeus Yang,Male,4.15
48,I,98,CCEB,Aisha Chen,Female,4.08
48,I,3549,EEE,Alya Dwi,Female,4.1
48,J,1842,CoB (NBS),Destiny Li,Female,4.19
48,J,2116,CCDS,James Wong,Male,4.1
48,J,3920,CCDS,Wren Flores,Female,4.12
48,J,4539,CCEB,Maya Lee,Female,4.09
48,J,4990,MAE,Harrison Moore,Male,4.15
49,A,1815,ADM,David Simmons,Male,4.3
49,A,5428,ASE,Serena Lee,Female,3.85
49,A,5361,CoE,Rocco Wu,Male,4.14
49,A,5777,MAE,Jia Yu,Female,4.02
49,A,4947,WKW SCI,Marwan Bin Ali,Male,4.1
49,B,4666,EEE,Pranav Nair,Male,3.89
49,B,4622,SBS,Kanika Verma,Female,4.26
49,B,3299,SoH,Levi Edwards,Male,4.05
49,B,1325,MSE,Leah Li,Female,4.15
49,B,1697,CCDS,Fanny Tan,Female,4.1
49,C,260,EEE,Manish Singh,Male,4.26
49,C,1006,EEE,Nadia Khan,Female,3.91
49,C,883,CoB (NBS),Vladimir Sergeyev,Male,4.12
49,C,1656,CoB (NBS),Riya Sinha,Female,4.02
49,C,3142,MAE,Aida Binti Omar,Female,4.05
49,D,5344,NIE,Wei Jie,Male,3.9
49,D,1065,SSS,Mia Johnson,Female,4.25
49,D,4068,CCDS,Arif Waseem,Male,4.08
49,D,2587,CoB (NBS),Shalini Patel,Female,4.14
49,D,3515,CoB (NBS),Liam Davis,Female,4.09
49,E,3044,CCDS,Owen Villanueva,Male,4.22
49,E,1615,CoB (NBS),Nina Ong,Female,3.93
49,E,1733,CCDS,Lucas Huang,Male,4.12
49,E,4767,EEE,Bella Lin,Female,4.03
49,E,4536,CEE,Olivia Tam,Female,4.04
49,F,2366,EEE,Noble Huang,Male,3.93
49,F,1190,EEE,Bella Wright,Female,4.2
49,F,4708,CEE,Zayn Malik,Male,4.08
49,F,5881,MAE,Vani Patil,Female,4.12
49,F,4382,CCDS,Elaine Lim,Female,4.08
49,G,4326,CoB (NBS),Robert Davis,Male,4.21
49,G,559,CoB (NBS),Natsuki Sakamoto,Female,4.01
49,G,2546,CoE,Ilya Petrovich,Male,4.11
49,G,1373,SSS,Neha Desai,Female,4.03
49,G,4850,MAE,Rizqi Bin Mohd,Female,4.05
49,H,3744,EEE,Chester Lim,Male,4.0
49,H,1253,CCDS,Sami Ali,Female,4.17
49,H,5129,CEE,Mason Jackson,Male,4.09
49,H,1340,SBS,Tina Wei,Female,4.11
49,H,25,CoB (NBS),Panshi,Female,4.05
49,I,5585,SBS,Leonardo Wu,Male,4.2
49,I,3767,LKCMedicine,Rachel Tan,Female,4.01
49,I,2055,CCDS,Ethan Ramirez,Male,4.11
49,I,3425,CoB (NBS),Nina Kaur,Female,4.04
49,I,5130,CCEB,Nina Wu,Female,4.05
49,J,545,CEE,Arvind Sharma,Male,4.03
49,J,335,CCEB,Lydia Lim,Female,4.15
49,J,1119,CoB (NBS),Kong Jian,Male,4.1
49,J,5149,MAE,Rabia Iqbal,Female,4.1
49,J,5546,SSS,Molly Tan,Female,4.05
5,A,5458,CCDS,Tian Gao,Male,4.48
5,A,2025,CoB (NBS),Xue Rui,Female,3.8
5,A,5912,MAE,Dorian Wu,Male,4.14
5,A,5290,MSE,Tanya Qureshi,Female,3.95
5,A,5732,SSS,Michelle Kwan,Female,4.18
5,B,999,CoE,Marcus Turner,Male,3.88
5,B,1018,CCEB,Aria Morales,Female,4.26
5,B,3798,CoB (NBS),Hassan Bin Yusof,Male,4.0
5,B,776,CoB (NBS),Suhana Roy,Female,4.2
5,B,5788,CoE,Samantha Taylor,Female,4.16
5,C,2801,SPMS,Dorian Wu,Male,4.22
5,C,5755,CCDS,Katherine Lim,Female,3.88
5,C,5026,EEE,Jamal Bin Rahman,Male,4.1
5,C,975,ADM,Anushka Desai,Female,3.96
5,C,3231,CCDS,Xiaofang,Female,4.15
5,D,938,CoB (NBS),Ryan Hall,Male,3.88
5,D,564,CoB (NBS),Qi Wang,Female,4.25
5,D,2309,EEE,Dmitri Andreev,Male,4.03
5,D,385,SPMS,Rhea Joshi,Female,4.2
5,D,1952,EEE,Riya Ali,Female,4.15
5,E,5445,CoB (NBS),Samuel Huang,Male,4.19
5,E,614,EEE,Naomi Tanaka,Female,3.9
5,E,4333,MSE,Anthony Parker,Male,4.1
5,E,5047,MAE,Victoria Ward,Female,4.0
5,E,1048,SPMS,Imogen Butler,Female,4.14
5,F,3226,ASE,Aarav Patel,Male,3.9
5,F,4472,CoB (NBS),Ying Chen,Female,4.22
5,F,1387,WKW SCI,Elijah Clark,Male,4.04
5,F,4569,MSE,Rina Sato,Female,4.19
5,F,2028,EEE,Harlow Diaz,Female,4.12
5,G,4766,CoB (NBS),Dylan Kim,Male,4.16
5,G,3227,EEE,Savannah Hayes,Female,3.9
5,G,4931,SPMS,Lucas White,Male,4.06
5,G,3341,CCDS,Olive Li,Female,4.01
5,G,2825,SoH,Tatiana Morozova,Female,4.11
5,H,2171,WKW SCI,Gavin Carter,Male,3.94
5,H,5658,CoB (NBS),Nisha Tan,Female,4.21
5,H,1976,NIE,Christopher Harris,Male,4.05
5,H,1336,CCDS,Wendy Wong,Female,4.18
5,H,554,EEE,Sophie Zhou,Female,4.11
5,I,1674,CCDS,Liam Reyes,Male,4.14
5,I,4015,LKCMedicine,Priya Rao,Female,3.95
5,I,1246,SSS,Yue Zhang,Female,4.07
5,I,2961,SBS,Danying,Female,4.05
5,I,1922,CCEB,Ananya Choudhury,Female,4.03
5,J,2316,EEE,Exiang,Male,3.95
5,J,192,SSS,Layla Chen,Female,4.21
5,J,2383,CCDS,Rebecca Lee,Female,4.05
5,J,1784,CCEB,Nadia Chai,Female,4.03
5,J,5044,CoB (NBS),Shu Zhang,Female,4.01
50,A,2933,ADM,Syed Faris Bin Ali,Male,4.3
50,A,5688,SoH,Fatimah Binti Ahmad,Female,3.75
50,A,3324,SoH,Nikhil Bansal,Male,4.17
50,A,2576,NIE,Tanisha Reddy,Female,4.01
50,A,5382,LKCMedicine,Arun Nair,Male,4.16
50,B,3526,CCDS,Levi Tan,Male,3.92
50,B,1783,CCDS,Ciara Lim,Female,4.79
50,B,2657,SoH,Widi Hardiyanto,Male,4.05
50,B,1150,CCEB,Qori Cahyani,Female,4.15
50,B,2882,CoB (NBS),Zhen Zhou,Male,4.15
50,C,1966,CCEB,Jay Lim,Male,4.21
50,C,1306,SSS,Amy Yeo,Female,3.85
50,C,2683,CEE,Karan Nair,Male,4.17
50,C,4918,NIE,Emma Brown,Female,4.02
50,C,2207,NIE,Liam Johnson,Male,4.14
50,D,2827,CEE,Santhosh Menon,Male,4.0
50,D,4833,EEE,Ayu Dwi,Female,4.3
50,D,1826,CEE,Wiley Huang,Male,4.05
50,D,1323,CCDS,May Li,Female,4.15
50,D,1998,CCDS,Owen Wang,Male,4.12
50,E,3815,EEE,Hafiz Bin Abdul,Male,4.2
50,E,871,SSS,Layla Baker,Female,4.0
50,E,4312,CCDS,Daryl Lee,Male,4.17
50,E,1679,EEE,Freya Murphy,Female,4.02
50,E,3310,SoH,Derek Lee,Male,4.12
50,F,5108,EEE,Gavin Adams,Male,4.01
50,F,2869,CCEB,Natasha Singh,Female,4.2
50,F,1503,EEE,Benjamin White,Male,4.06
50,F,1522,CoB (NBS),Lana Garcia,Female,4.14
50,F,4298,SoH,Cheng Yi,Male,4.12
50,G,1092,WKW SCI,Kiran Reddy,Male,4.19
50,G,3790,CCDS,Sophia Liu,Female,4.0
50,G,928,EEE,Arjun Bansal,Male,4.17
50,G,3210,SSS,Hannah Jenkins,Female,4.02
50,G,1990,EEE,Peter Lee,Male,4.11
50,H,2959,CCDS,Gavin Wright,Male,4.04
50,H,1113,SoH,Sophia Zhang,Female,4.19
50,H,1513,CEE,Haibin Zhao,Male,4.06
50,H,53,MAE,Bria Ong,Female,4.14
50,H,562,CCDS,Hua Ling,Female,4.09
50,I,5718,CoB (NBS),Jonathan Ramirez,Male,4.18
50,I,1331,MSE,Siti Khadijah,Female,4.01
50,I,1864,SSS,Nolan Reyes,Male,4.16
50,I,5899,CoB (NBS),Kirti Sharma,Female,4.02
50,I,3979,LKCMedicine,Deepti Sharma,Female,4.05
50,J,5682,EEE,Leo Chan,Male,4.04
50,J,186,SoH,Rhea Nair,Female,4.19
50,J,398,EEE,Asad Malik,Male,4.11
50,J,5526,CEE,Anjali Verma,Female,4.14
50,J,2957,CCDS,Bingwen,Female,4.05
51,A,5433,EEE,Victor Liu,Male,4.52
51,A,3878,CCEB,Amelia Martin,Female,3.86
51,A,5785,CEE,Syed Muneer Bin Shah,Male,4.15
51,A,5318,CCEB,Sanya Rao,Female,4.01
51,A,1798,CEE,Kim Lee,Female,4.14
51,B,4715,SSS,Jett Li,Male,3.87
51,B,2198,SoH,Yongqiang,Female,4.73
51,B,3034,CoB (NBS),Ivan Novikov,Male,4.0
51,B,1068,CCEB,Gina Alvarado,Female,4.19
51,B,804,EEE,Min Xu,Female,4.12
51,C,2773,EEE,Eli Barnes,Male,4.52
51,C,228,SSS,Kenzie Tsai,Female,3.89
51,C,2190,EEE,Gavin Harris,Male,4.15
51,C,5237,MSE,Wendy Chan,Female,4.01
51,C,4899,CoB (NBS),Esther Tan,Female,4.12
51,D,2457,CoB (NBS),Arvind Menon,Male,3.95
51,D,2318,MSE,Nusrat Bukhari,Female,4.22
51,D,1142,MAE,Saad Khan,Male,4.0
51,D,860,CCEB,Bella Evans,Female,4.19
51,D,2895,CCEB,Kara Liu,Female,4.11
51,E,534,CoE,Leo Sanders,Male,4.2
51,E,4107,ADM,Annie Goh,Female,4.0
51,E,5589,EEE,Gabriel Navarro,Male,4.14
51,E,2245,ASE,Olivia Harris,Female,4.02
51,E,2199,CoB (NBS),Neha Mehta,Female,4.1
51,F,4670,EEE,Asim Hussain,Male,3.96
51,F,230,SBS,Tania Tan,Female,4.2
51,F,479,CoE,Dustin Yang,Male,4.01
51,F,2458,MAE,Emilia Tan,Female,4.18
51,F,2197,CoB (NBS),Serena Liu,Female,4.09
51,G,61,EEE,Heath Cruz,Male,4.18
51,G,2993,SoH,Ming Yi Tan,Female,4.0
51,G,4768,EEE,Omer Hussain,Male,4.11
51,G,3420,SSS,Krisha Malhotra,Female,4.03
51,G,8,CCEB,Emily Turner,Female,4.08
51,H,5836,EEE,Prakash Menon,Male,3.96
51,H,855,WKW SCI,Zoe Tan,Female,4.19
51,H,3017,CEE,Jaxon Thomas,Male,4.04
51,H,5357,EEE,Sneha Menon,Female,4.15
51,H,2968,SSS,Jasmine Tan,Female,4.06
51,I,3308,SoH,Zach Chan,Male,4.15
51,I,912,CoB (NBS),Nida Bukhari,Female,4.01
51,I,3952,EEE,Siti Hawa,Male,4.04
51,I,5492,CCEB,Shazia Ahmed,Female,4.03
51,I,4632,CCDS,Rina Binti Khairul,Female,4.05
51,J,1390,CoB (NBS),Duncan Lee,Male,4.0
51,J,4663,CCEB,Vera Chen,Female,4.19
51,J,2178,CCDS,Samuel Ng,Male,4.04
51,J,3770,SoH,Daphne Kwan,Female,4.15
51,J,2820,CCDS,Lila Allen,Female,4.04
52,A,751,WKW SCI,Pei Li,Male,4.52
52,A,1424,CCDS,Tania Das,Female,3.88
52,A,3144,CoE,Zhi Yi Ng,Male,4.15
52,A,5072,MAE,Nina Li,Female,3.91
52,A,4902,ADM,Dongmei,Female,4.1
52,B,1473,ASE,Veer Singh,Male,3.88
52,B,3905,EEE,Kiera Tan,Female,4.25
52,B,2649,EEE,Qingxian,Male,4.0
52,B,2607,SBS,Amelia Garcia,Female,4.15
52,B,4562,CoB (NBS),Xiaoyu Zhang,Female,4.03
52,C,2819,EEE,Yuan Zhang,Male,4.25
52,C,3797,EEE,Aditi Rao,Female,3.89
52,C,2248,CoE,Kairo Wu,Male,4.15
52,C,2862,SBS,Mingyu,Female,4.0
52,C,2133,SSS,Leela Menon,Female,4.03
52,D,3036,CCDS,Isaiah Brown,Male,3.9
52,D,1452,EEE,Ella Walker,Female,4.22
52,D,4832,MSE,Yuri Cruz,Male,4.0
52,D,3737,ASE,Niharika Roy,Female,4.12
52,D,3490,EEE,Aaliyah Tan,Female,4.1
52,E,5431,CCEB,Han Song Lim,Male,4.2
52,E,2254,CEE,Amara Zhang,Female,3.89
52,E,1461,CoE,Jin Jian Lim,Male,4.15
52,E,3075,CCEB,Samantha Brown,Female,4.0
52,E,5423,MAE,Yasmin Khan,Female,4.02
52,F,4252,SBS,Arjun Choudhury,Male,3.95
52,F,5385,NIE,Phoebe Lim,Female,4.2
52,F,5906,CCDS,Freddy Martinez,Male,4.02
52,F,4560,MSE,Jasmine Wang,Female,4.12
52,F,3555,CCEB,Daisy Brown,Female,4.06
52,G,4518,CoB (NBS),Chau Tran,Male,4.19
52,G,2665,MAE,Siti Rahman,Female,3.89
52,G,2806,SPMS,Yuan Wei,Male,4.12
52,G,1003,SoH,Fang Yu,Female,4.01
52,G,2803,SPMS,Alexis Parker,Female,4.06
52,H,231,EEE,Dylan Chan,Male,4.0
52,H,3083,CoB (NBS),Lakshmi Iyer,Female,4.2
52,H,4487,CoE,Cheng Chen,Male,4.03
52,H,2639,CCEB,Olivia Wu,Female,4.11
52,H,848,CoB (NBS),Ruocong,Female,4.05
52,I,4177,MAE,Arvind Nair,Male,4.17
52,I,3800,EEE,Layla Wong,Female,3.9
52,I,247,ASE,Carlos Martinez,Male,4.09
52,I,2200,MSE,Bethany Zhang,Female,4.02
52,I,1779,SoH,Misha Binti Noor,Female,4.05
52,J,2381,CCEB,Dylan Scott,Male,4.0
52,J,1049,NIE,Hannah Reed,Female,4.19
52,J,2466,MAE,Vinny Rivera,Male,4.08
52,J,3902,ADM,Hazel Lim,Female,4.1
52,J,349,CCDS,Guixiang,Female,4.05
53,A,3030,CEE,Liang Gao,Male,4.22
53,A,4260,CoB (NBS),Aihua,Female,3.9
53,A,3588,CCDS,Riku Saito,Male,4.12
53,A,5115,CCEB,Nadia Binti Rahman,Female,4.04
53,A,2348,CCDS,Kaden Hernandez,Male,4.12
53,B,2500,NIE,Zhen Zhou,Male,3.8
53,B,1570,SSS,Lola Martinez,Female,4.22
53,B,634,CoB (NBS),Nathan Ong,Male,4.16
53,B,1040,CoB (NBS),Laxmi Joshi,Female,4.02
53,B,87,CoE,Zhang Li,Male,4.1
53,C,1984,CCEB,Eli Morales,Male,4.22
53,C,1001,CoB (NBS),Siena Chang,Female,3.91
53,C,5984,CCDS,Aidan Ong,Male,4.03
53,C,741,MSE,Maya Perry,Female,4.14
53,C,12,LKCMedicine,Henry Wood,Male,4.09
53,D,4959,EEE,Jing Xu,Male,3.89
53,D,2026,NIE,Hui Xuan,Female,4.2
53,D,58,CCDS,Wira Setiawan,Male,4.15
53,D,5541,CoE,Naina Rani,Female,4.02
53,D,5014,EEE,Fina Rahmawati,Female,4.1
53,E,971,CCDS,Jae-Won Oh,Male,4.2
53,E,3200,CoB (NBS),Emily Mitchell,Female,3.92
53,E,3183,LKCMedicine,Vinny Rivera,Male,4.04
53,E,1365,CCEB,Chloe Lin,Female,4.14
53,E,1731,CCEB,Iqra Awan,Female,4.09
53,F,2927,SoH,Nash Wong,Male,3.92
53,F,3904,CCDS,Jessica Wright,Female,4.18
53,F,4325,ADM,Samir Patel,Male,4.15
53,F,2396,ASE,Nisha Binti,Female,4.02
53,F,990,CCDS,Zara Kumar,Female,4.08
53,G,3754,MSE,Tariq Malik,Male,4.18
53,G,4924,SSS,Nadia Binti Zain,Female,4.0
53,G,4007,CCDS,Omar Tan,Male,4.05
53,G,1420,CCDS,Yao Chen,Female,4.12
53,G,2628,EEE,Tanvi Joshi,Female,4.08
53,H,978,EEE,Grayson Lee,Male,4.02
53,H,2669,EEE,Rina Lim,Female,4.15
53,H,476,SPMS,Dylan King,Male,4.06
53,H,3652,SBS,Hui Xin,Female,4.1
53,H,730,MAE,Sulekha Yadav,Female,4.06
53,I,5281,CCEB,Finn Ramirez,Male,4.18
53,I,1103,MSE,Grace Walker,Female,4.02
53,I,2415,CEE,Ayden Clark,Male,4.15
53,I,4816,EEE,Neha Singh,Female,4.03
53,I,5863,EEE,Ophelia Harris,Female,4.06
53,J,5955,CoB (NBS),John Walker,Male,4.02
53,J,2354,CCDS,Lijuan,Female,4.15
53,J,819,WKW SCI,Ashton Yang,Male,4.06
53,J,4405,CCDS,Gianna Lopez,Female,4.12
53,J,3928,CCEB,Shahid Hussain,Female,4.05
54,A,4,SBS,Zhang Li,Male,4.25
54,A,4301,SSS,Sophie Sanders,Female,3.87
54,A,2621,CCDS,Malcolm Chen,Male,4.18
54,A,4335,CCDS,Aisha Tan,Female,4.02
54,A,1079,ADM,Miranda Wang,Female,4.15
54,B,5547,CCDS,Jonathan Yang,Male,4.03
54,B,3739,SBS,Nabihah Binti Rahman,Female,4.73
54,B,1997,MAE,Bradley Wong,Male,4.1
54,B,5342,CCEB,Haley Santos,Female,4.2
54,B,4594,LKCMedicine,Emma Wang,Female,4.15
54,C,4863,CCDS,Wyatt Cheung,Male,4.22
54,C,833,SSS,Aaliyah Sanders,Female,3.88
54,C,4584,WKW SCI,Yuri Sokolov,Male,4.17
54,C,5137,EEE,Lena Tan,Female,4.02
54,C,388,CCEB,Charlotte Ortiz,Female,4.14
54,D,136,SPMS,Marcus Turner,Male,4.03
54,D,1881,CoB (NBS),Jing Yu,Female,4.27
54,D,2676,EEE,Hieu Nguyen,Male,4.1
54,D,1483,CoB (NBS),Yasmine Kwan,Female,4.19
54,D,5430,CoE,Sara Lee,Female,4.11
54,E,617,EEE,David Brown,Male,4.2
54,E,507,CCEB,Aoi Sakamoto,Female,3.88
54,E,3121,SPMS,Muhammad Amir,Male,4.15
54,E,2308,EEE,Kaira Singh,Female,4.03
54,E,2740,CCEB,Talia Lin,Female,4.1
54,F,2528,EEE,Aariv Patel,Male,4.04
54,F,5831,MSE,Zhen Wei,Female,4.25
54,F,4922,CCDS,Jameson Cruz,Male,4.1
54,F,3604,CCDS,Rameez Khan,Female,4.19
54,F,5060,CoB (NBS),Fariha Malik,Female,4.09
54,G,2320,CEE,Jordan Washington,Male,4.19
54,G,5353,EEE,Siti Zainab,Female,3.9
54,G,2424,CCDS,Tarun Singh,Male,4.14
54,G,756,CoB (NBS),Yasmin Wong,Female,4.03
54,G,5109,SoH,Maya Wang,Female,4.06
54,H,1712,EEE,Rohan Joshi,Male,4.05
54,H,4340,SSS,Tina Goh,Female,4.2
54,H,5667,SBS,Sandeep Sharma,Male,4.11
54,H,3140,CCDS,Akiko Yamashita,Female,4.17
54,H,309,ADM,Rani Kurnia,Female,4.05
54,I,5473,SSS,Brady Yang,Male,4.19
54,I,1220,CoE,Piper Reyes,Female,4.0
54,I,4955,WKW SCI,Isaiah Moore,Male,4.14
54,I,2641,SoH,Anya Dela Cruz,Female,4.04
54,I,200,CCDS,Elya Fitria,Female,4.05
54,J,1178,CCDS,Derek Tan,Male,4.09
54,J,2242,CoB (NBS),Rina Matsumoto,Female,4.2
54,J,158,CCDS,Liam Yang,Male,4.12
54,J,4674,EEE,Pratiwi Sari,Female,4.15
54,J,3871,CoB (NBS),Kayla Brooks,Female,4.04
55,A,4164,EEE,Anjali Mehta,Female,3.85
55,A,5314,CCDS,Dmitry Alekseev,Male,4.18
55,A,3328,SBS,Nadia Binti Noor,Female,4.0
55,A,2837,CCDS,Xavier Salazar,Male,4.12
55,A,1546,EEE,Kieran Villanueva,Male,4.2
55,B,3759,MAE,Irfan Bin Mohd,Male,4.0
55,B,3764,CCEB,Hafizah Binti Rahman,Female,4.25
55,B,3234,SSS,Dylan Anderson,Male,4.05
55,B,755,CoB (NBS),Fatima Syed,Female,4.18
55,B,1370,SBS,Dylan Ong,Male,4.11
55,C,5303,SBS,Ray Tan,Male,4.21
55,C,1571,CoB (NBS),Isabella Rossellini,Female,3.88
55,C,726,EEE,Owen Chen,Male,4.15
55,C,2718,SPMS,Grace Rogers,Female,4.03
55,C,5660,SoH,Connor Murphy,Male,4.11
55,D,4652,EEE,Victor So,Male,4.0
55,D,5463,CoE,Serena Chen,Female,4.2
55,D,658,EEE,Talha Ali,Male,4.05
55,D,3814,CCEB,Ly Nguyen,Female,4.17
55,D,3955,CCDS,Thomas Wu,Male,4.09
55,E,4002,EEE,Kye Wu,Male,4.2
55,E,4965,SPMS,Ella Robinson,Female,3.9
55,E,3832,SPMS,Lucas Cox,Male,4.15
55,E,712,SSS,Autumn Powell,Female,4.05
55,E,1636,EEE,Saad Khatri,Male,4.09
55,F,1769,SoH,Yusuf Bin Ahmad,Male,4.0
55,F,364,SoH,Nadia Rehman,Female,4.2
55,F,4374,EEE,Xavier Lee,Male,4.06
55,F,187,EEE,Veronica Zhao,Female,4.12
